,token,token_id,anchor_type,event_anno
2144,:,47-5,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2145,ordre,47-6,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2146,desen,47-7,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2147,",",47-8,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2148,raeckende,47-9,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2149,in,47-10,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2150,gemelte,47-11,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2151,Quartieren,47-12,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2152,van,47-13,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2153,gelijcken,47-14,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2154,te,47-15,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2155,bevoirderen,47-16,"('0', '0', 'isOfType', '0')","('0', '0', 'HavingInternalState+', '0')"
2156,ende,47-17,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2157,waer,47-18,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2158,te,47-19,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2159,nemen,47-20,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2160,",",47-21,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2161,gelijck,47-22,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2162,V,47-23,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2163,Ed,47-24,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2164,:,47-25,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2165,bij,47-26,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2166,neuensgaende,47-27,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2167,copie,47-28,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2168,van,47-29,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2169,onse,47-30,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2170,Instructie,47-31,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2171,",",47-32,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2172,aende,47-33,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2173,selue,47-34,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2174,mede,47-35,"('0', 'isOfType', '0', '0')","('0', 'Transportation', '0', '0')"
2175,gegeuen,47-36,"('0', 'isOfType', 'isOfType', '0')","('0', 'Transportation', 'Giving', '0')"
2176,",",47-37,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2177,van,47-38,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2178,d‛een,47-39,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2179,ende,47-40,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2180,d'ander,47-41,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2181,naerder,47-42,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2182,onderrichtinge,47-43,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2183,sult,47-44,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2184,connen,47-45,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2185,becomen,47-46,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2186,",",47-47,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2187,Waer,47-48,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2188,aen,47-49,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2189,ons,47-50,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2190,voirder,47-51,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2191,gedraegen,47-52,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2192,Van,48-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2193,Jambij,48-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2194,sijn,48-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2195,hier,48-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2196,den,48-5,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2197,15,48-6,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2198,.,48-7,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2199,en,48-8,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2200,13.en,48-9,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2201,December,48-10,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2202,aengecomen,48-11,"('isOfType', 'isOfType', 'isOfType', 'isOfType')","('Arriving', 'Arriving', 'Arriving', 'Arriving')"
2203,de,48-12,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2204,Jachten,48-13,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2205,Beuerwijck,48-14,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2206,ende,48-15,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2207,de,48-16,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2208,Bare,48-17,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2209,geladen,48-18,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2210,met,48-19,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2211,5100,48-20,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2212,xi,48-21,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2213,.,48-22,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2214,P,48-23,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2215,ever,48-24,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2216,„,48-25,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2217,aen,48-26,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2218,geldt,48-27,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2219,",",48-28,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2220,ende,48-29,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2221,coopmanschappen,48-30,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2222,",",48-31,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2223,resteerde,48-32,"('0', '0', 'isOfType', '0')","('0', '0', 'HavingInPossession', '0')"
2224,bij,48-33,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2225,t'comptoir,48-34,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2227,aldaer,48-35,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2228,noch,48-36,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2229,omtrent,48-37,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2230,soo,48-38,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2231,veele,48-39,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2232,",",48-40,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2233,dat,48-41,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2234,ongeveerlijck,48-42,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2235,150,48-43,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2236,.,48-44,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2237,lasten,48-45,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2238,Peper,48-46,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2239,souden,48-47,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2240,connen,48-48,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2241,procureren,48-49,"('isOfType', '0', 'isOfType', 'isOfType')","('Buying', '0', 'Buying', 'Buying')"
2242,.,48-50,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2243,(,48-51,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2244,T‛sedert,48-52,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2245,hebben,48-53,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2246,verstaen,48-54,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2247,",",48-55,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2248,hoe,48-56,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2249,alles,48-57,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2250,aen,48-58,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2251,Epper,48-59,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2252,besteedt,48-60,"('isOfType', 'isOfType', 'isOfType', 'evokes')","('FinancialTransaction', 'Buying', 'FinancialTransaction', 'Buying')"
2253,was,48-61,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2254,",",48-62,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2255,Waer,48-63,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2256,ouer,48-64,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2257,d'onse,48-65,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2258,150,48-66,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2259,.,48-67,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2260,a,48-68,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2261,200,48-69,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2262,.,48-70,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2263,pagqe,48-71,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2264,.,48-72,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2265,vleeden,48-73,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2266,niet,48-74,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2267,eenich,48-75,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2268,geldt,48-76,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2269,versoucken,48-77,"('0', '0', '0', 'isOfType')","('0', '0', '0', 'Miscellaneous')"
2270,",",48-78,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2271,gissing,48-79,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2272,maeckende,48-80,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2273,",",48-81,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2274,soo,48-82,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2275,die,48-83,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2276,gesonden,48-84,"('isOfType', '0', 'isOfType', '0')","('Giving', '0', 'Transportation', '0')"
2277,werden,48-85,"('isOfType', '0', '0', '0')","('Giving', '0', '0', '0')"
2278,",",48-86,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2279,dat,48-87,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2280,tegen,48-88,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2281,Martij,48-89,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2282,toecomende,48-90,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2283,omtrent,48-91,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2284,5000,48-92,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2285,.,48-93,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2286,tpicol,48-94,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2287,wever,48-95,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2288,in,48-96,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2289,Doorraedt,48-97,"('0', 'isOfType', 'evokes', 'evokes')","('0', 'BeingAtAPlace', 'HavingInPossession', 'BeingAtAPlace')"
2290,sullen,48-98,"('isOfType', '0', '0', '0')","('Getting', '0', '0', '0')"
2291,hebben,48-99,"('isOfType', '0', '0', '0')","('Getting', '0', '0', '0')"
2292,.,48-100,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2293,Noch,48-101,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2294,geldt,48-102,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2295,noch,48-103,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2296,cleeden,48-104,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2297,connen,48-105,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2298,derrewaerts,48-106,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2299,seijnden,48-107,"(0, '0', 'isOfType', 'isOfType')","('Giving', '0', 'Transportation', 'TransLocation')"
2300,voor,48-108,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2301,dat,48-109,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2302,nieuw,48-110,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2303,secours,48-111,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2304,van,48-112,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2305,Nederlandt,48-113,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2306,ende,48-114,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2307,Choromandel,48-115,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2308,becomen,48-116,"('isOfType', '0', '0', '0')","('Getting', '0', '0', '0')"
2309,„,49-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2310,32,49-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2311,„,49-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2312,4,49-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2313,.,49-5,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2314,=,49-6,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2315,Den,50-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2316,oppercoopman,50-2,"('0', '0', 'evokes', '0')","('0', '0', 'BeingEmployed', '0')"
2317,van,50-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2318,Jambij,50-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2319,Cornelis,50-5,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2320,vander,50-6,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2321,Hoeff,50-7,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2322,aduiseert,50-8,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2323,ons,50-9,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2324,",",50-10,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2325,hoe,50-11,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2326,vanden,50-12,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2327,Coninck,50-13,"('0', '0', 'evokes', '0')","('0', '0', 'BeingLeader', '0')"
2328,van,50-14,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2329,Jambij,50-15,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2330,versocht,50-16,"('0', '0', '0', 'isOfType')","('0', '0', '0', 'Miscellaneous')"
2331,heeft,50-17,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2332,recompense,50-18,"('0', '0', 'isOfType', '0')","('0', '0', 'FinancialTransaction', '0')"
2333,voor,50-19,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2334,onsen,50-20,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2335,gepresteerden,50-21,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2336,dienst,50-22,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2337,",",50-23,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2338,opt,50-24,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2339,',50-25,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2340,Exploict,50-26,"('evokes', '0', '0', '0')","('ViolentContest', '0', '0', '0')"
2341,naer,50-27,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2342,Dalimban,50-28,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2343,",",50-29,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2344,maer,50-30,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2345,heeft,50-31,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2346,niet,50-32,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2347,anders,50-33,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2348,connen,50-34,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2349,obtineren,50-35,"('isOfType', '0', '0', 'isOfType')","('Getting', '0', '0', 'Getting')"
2350,dan,50-36,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2351,uijtstel,50-37,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2352,van,50-38,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2353,betalinge,50-39,"('0', '0', 'isOfType', '0')","('0', '0', 'FinancialTransaction', '0')"
2354,des,50-40,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2355,Tols,50-41,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2356,",",50-42,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2357,tot,50-43,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2358,dat,50-44,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2359,de,50-45,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2360,Coninck,50-46,"('0', '0', 'evokes', '0')","('0', '0', 'BeingLeader', '0')"
2361,Antwoordt,50-47,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2362,op,50-48,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2363,sijn,50-49,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2364,versouck,50-50,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2365,van,50-51,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2366,Nieuw,50-52,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2367,secours,50-53,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2368,tegen,50-54,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2369,Palimban,50-55,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2370,becompt,50-56,"('isOfType', '0', '0', 'isOfType')","('Getting', '0', '0', 'Getting')"
2371,;,50-57,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2372,Velck,50-58,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2373,secours,50-59,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2374,den,50-60,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2375,Coninck,50-61,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2376,van,50-62,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2377,ons,50-63,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2378,ongetwijffelt,50-64,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2379,",",50-65,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2380,met,50-66,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2381,dier,50-67,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2382,Intentie,50-68,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2383,versoeckt,50-69,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2384,",",50-70,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2385,als,50-71,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2386,wel,50-72,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2387,e,50-73,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2388,e,50-74,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2389,vn,50-75,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2390,e,50-76,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2391,weetende,50-77,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2392,",",50-78,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2393,niet,50-79,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2394,becomen,50-80,"('0', '0', '0', 'isOfType')","('0', '0', '0', 'Getting')"
2395,en,50-81,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2396,sal,50-82,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2397,",",50-83,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2398,op,50-84,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2399,dat,50-85,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2400,bij,50-86,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2401,onse,50-87,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2402,beijgeringh,50-88,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2403,oorsaecke,50-89,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2404,mocht,50-90,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2405,capteren,50-91,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2406,",",50-92,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2407,ons,50-93,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2408,de,50-94,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2409,belooffde,50-95,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2410,vrijheijt,50-96,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2411,van,50-97,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2412,toll,50-98,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2413,voor,50-99,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2414,10,50-100,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2415,.,50-101,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2416,a,50-102,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2417,12,50-103,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2418,.,50-104,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2419,Jaren,50-105,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2420,te,50-106,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2421,ontseggen,50-107,"('0', '0', '0', 'evokes')","('0', '0', '0', 'EndingContractualAgreement')"
2422,",",50-108,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2423,ofte,50-109,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2424,soo,50-110,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2425,schoon,50-111,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2426,andermael,50-112,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2427,eenich,50-113,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2428,secours,50-114,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2429,sonden,50-115,"('0', '0', 'isOfType', '0')","('0', '0', 'Giving', '0')"
2430,",",50-116,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2431,dat,50-117,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2432,het,50-118,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2433,selue,50-119,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2434,emmers,50-120,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2435,dog,50-121,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2436,vruchteloos,50-122,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2437,als,50-123,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2438,t'voorgaen,50-124,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2439,soude,50-125,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2440,doen,50-126,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2441,slijten,50-127,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2442,ende,50-128,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2443,eventeren,50-129,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2444,;,50-130,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2445,DWijle,50-131,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2446,wij,50-132,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2447,voorseecker,50-133,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2448,souden,50-134,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2449,dat,50-135,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2450,het,50-136,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2451,die,50-137,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2452,van,50-138,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2453,Jambij,50-139,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2454,met,50-140,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2455,die,50-141,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2456,van,50-142,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2457,Palimban,50-143,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2458,in,50-144,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2459,ernst,50-145,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2460,niet,50-146,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2461,en,50-147,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2462,meenen,50-148,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2463,",",50-149,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2464,ende,50-150,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2465,oock,50-151,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2466,rbel,50-152,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2467,van,50-153,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2468,daer,50-154,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2469,sullen,50-155,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2470,blijven,50-156,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2471,.,50-157,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2472,Voor,50-158,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2473,tedoen,50-159,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2474,van,50-160,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2475,dEngelschen,50-161,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2477,sijn,50-162,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2478,voor,50-163,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2479,desen,50-164,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2480,Ingeleijdt,50-165,"('0', '0', '0', 'isOfType')","('0', '0', '0', 'Miscellaneous')"
2481,geweest,50-166,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2482,",",50-167,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2483,anders,50-168,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2484,souden,50-169,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2485,dien,50-170,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2486,folije,50-171,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2487,niet,50-172,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2488,begonnen,50-173,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2489,hebben,50-174,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2490,.,50-175,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2491,Voor,50-176,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2492,die,50-177,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2493,van,50-178,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2494,Palimban,50-179,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2495,sijn,50-180,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2496,de,50-181,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2497,Jambinesen,50-182,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2498,tegenwoordich,50-183,"('0', '0', '0', '0')","('0', '0', '0', '0')"
